,No,SO2,NO2,CO,O3,PRES,RAIN,wd,WSPM,AQI Label
284,285,17.0,126.0,2700.0,1.8704228811745889,1014.1,0.0,N,0.7,Severely Polluted
285,286,15.0,127.0,2799.0,1.6669172058987645,1015.5,0.0,NNE,0.8,Severely Polluted
286,287,13.0,118.0,2799.0,1.9981084472607056,1016.7,0.0,N,1.2,Severely Polluted
287,288,14.0,120.0,3500.0,2.0009841789048286,1017.7,0.0,NNE,0.9,Severely Polluted
288,289,21.0,117.0,1899.0,1.9841093976094086,1018.5,0.0,NNW,0.9,Severely Polluted
289,290,24.0,82.0,900.0,10.34804578825474,1018.9,0.0,NNE,2.1,Severely Polluted
290,291,19.0,74.0,700.0,18.064297792022536,1019.3,0.0,N,2.4,Severely Polluted
291,292,18.0,62.0,600.0,28.085772208330344,1019.7,0.0,N,1.3,Severely Polluted
292,293,17.0,51.0,500.0,30.545879332311387,1020.5,0.0,NW,0.9,Severely Polluted
293,294,15.0,60.0,500.0,30.738031132114312,1021.0,0.0,NNE,0.9,Severely Polluted
294,295,14.0,54.0,500.0,30.53030804579671,1022.2,0.0,NNE,1.6,Severely Polluted
295,296,14.0,80.0,700.0,31.33707661178886,1023.3,0.0,NNE,2.9,Severely Polluted
296,297,24.0,83.0,700.0,31.40303683887228,1024.6,0.0,NNE,3.3,Severely Polluted
297,298,23.0,58.0,600.0,31.015852381854206,1025.2,0.0,ENE,3.9,Severely Polluted
298,299,25.0,59.0,600.0,36.677631828071384,1025.2,0.0,ENE,2.6,Severely Polluted
299,300,28.0,48.0,500.0,52.4633102162198,1024.4,0.0,NE,3.6,Severely Polluted
300,301,29.0,42.0,400.0,59.919992967480646,1023.7,0.0,ENE,3.5,Severely Polluted
301,302,11.0,40.0,400.0,66.34532609608159,1022.9,0.0,E,2.3,Severely Polluted
302,303,13.0,41.0,400.0,67.61587979498387,1022.2,0.0,NE,1.6,Severely Polluted
303,304,12.0,48.0,400.0,67.61528801293196,1021.7,0.0,SW,2.0,Severely Polluted
304,305,11.0,51.0,400.0,67.74314406097159,1021.9,0.0,S,1.8,Severely Polluted
305,306,11.0,57.0,400.0,68.13399991879719,1022.3,0.0,SSW,2.7,Severely Polluted
306,307,14.0,83.0,600.0,67.71098087638188,1022.8,0.0,SSW,2.5,Severely Polluted
307,308,19.0,98.0,700.0,67.62375875226567,1023.5,0.0,S,1.5,Severely Polluted
308,309,20.0,100.0,700.0,67.97955914606713,1023.7,0.0,SSW,2.9,Severely Polluted
309,310,22.0,104.0,800.0,68.2008134860692,1024.0,0.0,SSW,3.2,Severely Polluted
310,311,19.0,101.0,800.0,68.30888737330118,1023.8,0.0,SSW,3.2,Severely Polluted
311,312,22.0,93.0,800.0,67.9613343303993,1024.1,0.0,S,2.3,Severely Polluted
312,313,22.0,96.0,1100.0,67.59967053423156,1024.2,0.0,SSW,2.4,Severely Polluted
313,314,15.0,85.0,1300.0,67.6348213885179,1024.5,0.0,SSW,1.0,Severely Polluted
314,315,12.0,71.0,1300.0,67.7016482341564,1023.9,0.0,SSW,1.5,Severely Polluted
315,316,15.0,63.0,1200.0,68.33921450686134,1023.8,0.0,WNW,0.5,Severely Polluted
316,317,15.0,63.0,1100.0,67.5240761978595,1023.9,0.0,NE,2.4,Severely Polluted
317,318,13.0,75.0,1200.0,67.68420011519972,1024.3,0.0,NNE,1.9,Severely Polluted
318,319,11.0,86.0,1899.0,67.5209776233725,1024.3,0.0,NNE,2.2,Severely Polluted
319,320,14.0,86.0,1899.0,68.33704635300913,1024.6,0.0,NE,2.1,Severely Polluted
320,321,22.0,85.0,1800.0,67.94204182299643,1024.9,0.0,NW,2.3,Severely Polluted
321,322,36.0,84.0,1700.0,68.46663012273316,1024.3,0.0,NW,1.5,Severely Polluted
322,323,64.0,87.0,1800.0,67.50930187859284,1023.4,0.0,WSW,1.7,Severely Polluted
323,324,79.0,85.0,1600.0,67.53924888934559,1022.3,0.0,S,1.2,Severely Polluted
324,325,78.0,100.0,1700.0,67.8063413939986,1021.3,0.0,SW,3.4,Severely Polluted
325,326,75.0,101.0,1500.0,67.71838652818165,1020.0,0.0,S,3.3,Severely Polluted
326,327,108.0,78.0,1100.0,67.90423621485365,1019.4,0.0,SSW,3.8,Severely Polluted
327,328,116.0,78.0,1100.0,68.3197124509453,1018.7,0.0,S,3.2,Severely Polluted
328,329,107.0,86.0,1100.0,62.1940086889918,1018.1,0.0,SSW,3.1,Severely Polluted
329,330,112.0,98.0,1200.0,44.709120276267505,1018.3,0.0,SSW,3.5,Severely Polluted
330,331,100.0,105.0,1300.0,44.691047589406836,1018.4,0.0,SSW,1.6,Severely Polluted
331,332,87.0,110.0,1300.0,44.636583251584455,1018.4,0.0,S,1.3,Severely Polluted
332,333,82.0,123.0,1399.0,45.25194272074647,1018.3,0.0,SSW,1.3,Severely Polluted
333,334,72.0,123.0,1500.0,45.33201444212683,1018.4,0.0,WNW,0.6,Severely Polluted
334,335,64.0,122.0,1700.0,45.43148720650011,1018.2,0.0,NW,0.0,Severely Polluted
335,336,51.0,128.0,2100.0,44.99695446356175,1017.7,0.0,ENE,1.1,Severely Polluted
336,337,47.0,136.0,2500.0,45.19460632184207,1017.8,0.0,NE,1.2,Severely Polluted
337,338,33.0,132.0,2600.0,44.886950305294896,1017.4,0.0,NE,1.8,Severely Polluted
338,339,51.0,134.0,2600.0,45.18902798883854,1016.6,0.0,NE,1.1,Severely Polluted
339,340,57.0,129.0,2399.0,44.85780286069243,1016.3,0.0,NE,1.6,Severely Polluted
340,341,54.0,122.0,2299.0,44.5385819158722,1016.2,0.0,NE,0.8,Severely Polluted
341,342,54.0,117.0,2200.0,45.183862189431025,1016.1,0.0,NE,1.2,Severely Polluted
342,343,48.0,116.0,2299.0,44.828050132599195,1016.0,0.0,NE,1.2,Severely Polluted
343,344,35.0,120.0,3100.0,45.14499494492622,1016.3,0.0,NNE,1.0,Severely Polluted
344,345,57.0,127.0,2799.0,45.30253993236379,1016.5,0.0,NE,1.4,Severely Polluted
345,346,99.0,124.0,2299.0,44.60721223447402,1015.9,0.0,NNE,1.4,Severely Polluted
346,347,100.0,125.0,2299.0,2.170034566853304,1015.1,0.0,SE,1.6,Severely Polluted
347,348,149.0,106.0,2100.0,8.43441891948054,1014.2,0.0,NNW,1.4,Severely Polluted
348,349,136.0,96.0,1800.0,18.11778988302369,1013.2,0.0,WSW,1.6,Severely Polluted
349,350,127.0,106.0,1800.0,45.03114332387984,1011.9,0.0,SE,1.5,Severely Polluted
350,351,115.0,124.0,2000.0,44.537623027183045,1011.4,0.0,SSW,2.7,Severely Polluted
351,352,107.0,179.0,2500.0,43.08786046426197,1010.9,0.0,S,2.0,Severely Polluted
352,353,108.0,178.0,2299.0,29.967583824922016,1010.9,0.0,SW,3.4,Severely Polluted
353,354,92.0,134.0,1800.0,37.527596187183676,1011.6,0.0,SW,1.8,Severely Polluted
354,355,83.0,138.0,1899.0,38.36349163899292,1012.2,0.0,WSW,1.0,Severely Polluted
355,356,82.0,149.0,2000.0,37.831916969432314,1012.5,0.0,SSW,1.1,Severely Polluted
356,357,85.0,151.0,2200.0,38.05098501406063,1013.8,0.0,SSW,0.0,Severely Polluted
357,358,77.0,152.0,2500.0,38.24267975375683,1014.4,0.0,NNW,0.8,Severely Polluted
358,359,66.0,146.0,2899.0,38.33575219605807,1015.3,0.0,NNE,1.0,Severely Polluted
359,360,77.0,174.0,3100.0,38.280945324045945,1015.5,0.0,NNE,1.5,Severely Polluted
360,361,66.0,165.0,3200.0,37.78785118909263,1015.6,0.0,NE,1.1,Severely Polluted
361,362,64.0,151.0,3000.0,38.13186379227833,1015.9,0.0,NE,1.7,Severely Polluted
362,363,64.0,142.0,3000.0,37.82844972200496,1016.5,0.0,NE,1.5,Severely Polluted
363,364,67.0,140.0,-1.0,37.93433196097989,1017.0,0.0,WNW,1.0,Severely Polluted
364,365,62.0,141.0,2799.0,37.76820383709819,1018.0,0.0,NNE,1.3,Severely Polluted
365,366,59.0,126.0,3000.0,37.94410489068072,1018.7,0.0,N,1.6,Severely Polluted
366,367,54.0,117.0,2700.0,38.367995588922376,1019.3,0.0,NE,1.3,Severely Polluted
367,368,50.0,112.0,2600.0,37.564331596853705,1020.1,0.0,NE,0.2,Severely Polluted
368,369,66.0,111.0,3000.0,38.06431437923512,1020.7,0.0,W,1.1,Severely Polluted
369,370,119.0,112.0,2600.0,38.09395518847726,1020.9,0.0,WSW,1.3,Severely Polluted
370,371,155.0,115.0,2299.0,38.48418879144462,1020.2,0.0,SW,2.8,Severely Polluted
371,372,116.0,116.0,2100.0,38.30085032892331,1019.9,0.0,S,1.8,Severely Polluted
372,373,93.0,111.0,2100.0,45.134909550274315,1018.5,0.0,SE,2.2,Severely Polluted
373,374,87.0,105.0,2000.0,63.73951705348824,1017.5,0.0,SSW,2.5,Severely Polluted
374,375,75.0,87.0,1700.0,87.03110887536461,1016.6,0.0,S,2.1,Severely Polluted
375,376,76.0,93.0,1800.0,87.3049285062872,1015.6,0.0,S,2.0,Severely Polluted
376,377,84.0,113.0,2600.0,86.73602503734732,1015.1,0.0,S,1.9,Severely Polluted
377,378,93.0,125.0,3100.0,86.56766879072896,1014.8,0.0,S,2.1,Severely Polluted
378,379,102.0,142.0,3700.0,86.67811376492342,1014.2,0.0,SSE,2.4,Severely Polluted
379,380,100.0,158.0,3700.0,86.57695536601315,1014.7,0.0,S,1.2,Severely Polluted
380,381,72.0,116.0,2299.0,86.56037139100681,1014.6,0.0,S,1.6,Severely Polluted
381,382,70.0,111.0,2100.0,87.45600377275547,1014.1,0.0,SSW,2.7,Severely Polluted
382,383,66.0,103.0,2000.0,87.49472918602439,1013.4,0.0,SSW,1.8,Severely Polluted
383,384,54.0,115.0,1899.0,87.09526113767213,1012.6,0.0,S,1.5,Severely Polluted
384,385,51.0,119.0,1899.0,86.98821825828297,1012.2,0.0,SSW,1.5,Severely Polluted
385,386,57.0,118.0,2799.0,86.72143527279589,1011.2,0.0,WSW,1.3,Severely Polluted
386,387,58.0,114.0,2700.0,86.6074865166047,1009.8,0.0,WSW,1.0,Severely Polluted
387,388,53.0,109.0,-1.0,87.41492401446921,1008.8,0.0,WSW,1.4,Moderately Polluted
388,389,62.0,109.0,2200.0,87.30021956116182,1007.9,0.0,W,0.6,Severely Polluted
389,390,61.0,107.0,2200.0,86.82029102555758,1007.5,0.0,WNW,0.7,Severely Polluted
390,391,57.0,106.0,2200.0,86.55572821634834,1006.0,0.0,WSW,0.6,Severely Polluted
391,392,47.0,103.0,2399.0,87.19088779342697,1005.8,0.0,NNE,0.6,Severely Polluted
392,393,44.0,98.0,2600.0,86.87828059274882,1005.3,0.0,WSW,0.6,Severely Polluted
393,394,90.0,108.0,2700.0,87.33943370884262,1004.7,0.0,WSW,0.7,Severely Polluted
394,395,121.0,120.0,2799.0,86.91626143818429,1003.6,0.0,SW,0.8,Severely Polluted
395,396,139.0,135.0,2899.0,87.49773907001435,1001.9,0.0,E,1.4,Severely Polluted
396,397,126.0,144.0,2799.0,87.07017695904378,1000.1,0.0,SSW,1.2,Severely Polluted
397,398,124.0,151.0,2899.0,87.03942742297993,998.7,0.0,S,2.1,Severely Polluted
398,399,123.0,154.0,2899.0,86.00605076689473,997.5,0.0,S,1.5,Severely Polluted
399,400,118.0,167.0,2799.0,74.53678749636754,996.6,0.0,S,1.8,Severely Polluted
400,401,104.0,146.0,2500.0,93.19445001434912,996.2,0.0,SW,0.9,Severely Polluted
401,402,96.0,136.0,2500.0,100.37787015713836,996.1,0.0,SSW,0.9,Severely Polluted
402,403,83.0,142.0,2500.0,99.82264663587065,996.1,0.0,N,0.9,Severely Polluted
403,404,66.0,165.0,2700.0,56.87191077038226,996.1,0.0,NNE,0.0,Severely Polluted
404,405,50.0,190.0,3000.0,100.00343432730192,996.3,0.0,NNE,1.7,Severely Polluted
405,406,53.0,205.0,3500.0,99.86567971090828,996.2,0.0,NE,1.9,Severely Polluted
406,407,69.0,212.0,4099.0,100.31194325895302,995.9,0.0,NNE,1.5,Severely Polluted
407,408,67.0,207.0,4099.0,100.28571348154915,996.0,0.0,NE,1.9,Severely Polluted
408,409,62.0,195.0,4000.0,99.77177731923024,995.9,0.0,N,1.8,Severely Polluted
409,410,59.0,181.0,3700.0,99.5352822780373,996.3,0.0,NNW,1.1,Severely Polluted
410,411,59.0,146.0,2799.0,99.61006858746244,996.2,0.0,NNE,2.3,Severely Polluted
411,412,43.0,84.0,-1.0,100.26533914589133,996.4,0.0,NNW,4.7,Slightly Polluted
412,413,17.0,84.0,500.0,99.54075613709756,997.1,0.0,N,3.6,Severely Polluted
413,414,12.0,20.0,300.0,100.4738419623067,999.8,0.0,NNE,4.4,Heavily Polluted
414,415,13.0,16.0,200.0,100.22683053714665,1001.4,0.0,NNE,3.4,Lightly Polluted
415,416,14.0,24.0,300.0,100.43740981481365,1002.4,0.0,NE,6.5,Heavily Polluted
416,417,9.0,28.0,300.0,100.04775373824006,1003.2,0.0,NNE,4.8,Heavily Polluted
417,418,6.0,26.0,300.0,99.75234861706414,1003.5,0.0,NNW,6.2,Heavily Polluted
418,419,6.0,22.0,300.0,100.324777526149,1004.7,0.0,NE,3.8,Heavily Polluted
419,420,9.0,16.0,300.0,99.86784566473017,1004.2,0.0,NNW,4.4,Heavily Polluted
420,421,9.0,21.0,300.0,100.42978681985917,1003.6,0.0,NNW,2.4,Heavily Polluted
421,422,10.0,23.0,300.0,100.24573885125251,1002.1,0.0,N,3.2,Heavily Polluted
422,423,10.0,25.0,300.0,100.10100434536933,1000.9,0.0,NNE,1.9,Heavily Polluted
423,424,9.0,29.0,300.0,100.24784706906959,1000.4,0.0,S,1.7,Heavily Polluted
424,425,10.0,36.0,300.0,77.34421569950997,1000.0,0.0,SSW,3.9,Heavily Polluted
425,426,11.0,54.0,400.0,61.97653877058924,1000.4,0.0,S,4.4,Severely Polluted
426,427,13.0,73.0,500.0,50.67671135867823,1001.3,0.0,S,4.1,Severely Polluted
427,428,33.0,81.0,800.0,31.50051189130957,1002.9,0.0,SSW,7.0,Severely Polluted
428,429,28.0,65.0,800.0,40.070478385019555,1003.7,0.1,S,4.7,Severely Polluted
429,430,22.0,57.0,800.0,39.644408971703655,1004.0,0.0,SSE,2.9,Severely Polluted
430,431,18.0,62.0,800.0,32.47617780338983,1004.0,0.0,S,2.0,Severely Polluted
431,432,18.0,62.0,800.0,34.23942562013634,1004.9,0.0,S,2.1,Severely Polluted
432,433,15.0,57.0,800.0,33.07250707187288,1005.5,0.0,NNE,1.9,Severely Polluted
433,434,16.0,54.0,900.0,32.7597129917048,1006.0,0.0,NE,2.7,Severely Polluted
434,435,17.0,54.0,800.0,32.44726786001836,1005.4,0.0,NE,1.7,Severely Polluted
435,436,16.0,53.0,-1.0,-1.0,1005.8,0.0,ENE,1.5,Good
436,437,16.0,66.0,600.0,-1.0,1005.4,0.0,N,1.4,Severely Polluted
437,438,16.0,68.0,500.0,7.13546691095432,1005.4,0.0,NNE,1.3,Severely Polluted
438,439,11.0,69.0,500.0,6.414584348015804,1006.6,0.0,NNE,1.1,Severely Polluted
439,440,12.0,71.0,600.0,2.562390950026315,1007.0,0.0,NNE,1.7,Severely Polluted
440,441,17.0,71.0,700.0,6.0999186738507305,1007.4,0.0,NE,2.7,Severely Polluted
441,442,26.0,66.0,800.0,10.19124151027132,1008.2,0.0,NNE,2.9,Severely Polluted
442,443,27.0,66.0,700.0,14.578049280168738,1008.0,0.0,NNE,1.9,Severely Polluted
443,444,22.0,58.0,700.0,20.72660241564764,1007.9,0.0,NNE,1.4,Severely Polluted
444,445,20.0,53.0,700.0,23.045681612118173,1007.4,0.0,N,2.1,Severely Polluted
445,446,16.0,56.0,700.0,17.51268669474626,1007.3,0.0,NE,2.9,Severely Polluted
446,447,16.0,59.0,700.0,18.269858164418594,1007.4,0.0,NE,2.3,Severely Polluted
447,448,20.0,53.0,700.0,21.492735033384136,1008.2,0.0,NE,2.1,Severely Polluted
448,449,18.0,51.0,600.0,28.475297232242056,1009.3,0.2,NE,1.7,Severely Polluted
449,450,13.0,51.0,600.0,28.24620112450348,1009.8,0.7,NE,2.5,Severely Polluted
450,451,7.0,52.0,600.0,22.704088657552706,1011.4,1.4,NE,1.8,Severely Polluted
451,452,7.0,57.0,800.0,16.458123178806396,1013.2,1.4,NE,2.3,Severely Polluted
452,453,7.0,67.0,900.0,7.372128444745426,1013.9,1.8,NE,1.6,Severely Polluted
453,454,6.0,76.0,900.0,2.0760218630266647,1014.9,1.5,ESE,1.5,Severely Polluted
454,455,6.0,70.0,1100.0,3.087410436106425,1015.6,1.3,SSE,1.4,Severely Polluted
455,456,7.0,71.0,1000.0,5.723433114939433,1016.4,0.7,S,1.6,Severely Polluted
456,457,7.0,51.0,800.0,13.697810674868322,1017.4,1.0,S,0.0,Severely Polluted
457,458,5.0,53.0,900.0,7.52463106340886,1018.1,1.6,SW,1.2,Severely Polluted
458,459,6.0,44.0,900.0,15.716804865472675,1018.5,0.9,SW,0.0,Severely Polluted
459,460,7.0,39.0,-1.0,-1.0,1018.7,1.5,NE,1.2,Good
460,461,8.0,40.0,1000.0,-1.0,1019.0,2.5,NE,1.0,Severely Polluted
461,462,8.0,50.0,800.0,22.475545327328852,1019.4,0.0,N,0.1,Severely Polluted
462,463,8.0,49.0,1000.0,15.658171451902408,1019.6,0.0,N,0.0,Severely Polluted
463,464,9.0,64.0,1200.0,2.472682177070154,1020.2,0.0,N,0.1,Severely Polluted
464,465,11.0,66.0,1200.0,4.979555996338477,1020.7,0.0,W,1.7,Severely Polluted
465,466,16.0,68.0,1100.0,14.045118008298266,1021.0,0.0,SW,2.3,Severely Polluted
466,467,31.0,63.0,1399.0,15.975349161712721,1020.4,0.0,W,3.0,Severely Polluted
467,468,46.0,60.0,1200.0,27.461306071298875,1019.4,0.0,SW,1.7,Severely Polluted
468,469,37.0,58.0,1100.0,38.81384565611521,1018.8,0.0,WSW,2.4,Severely Polluted
469,470,36.0,53.0,900.0,53.424521180533354,1017.7,0.0,SSW,2.1,Severely Polluted
470,471,28.0,52.0,800.0,58.34462765946339,1016.6,0.0,SW,3.8,Severely Polluted
471,472,25.0,53.0,700.0,61.12332627718411,1015.5,0.0,W,3.2,Severely Polluted
472,473,27.0,61.0,700.0,53.51452784601883,1015.1,0.0,SW,4.0,Severely Polluted
473,474,29.0,64.0,700.0,56.04387095918349,1014.5,0.0,SW,3.4,Severely Polluted
474,475,20.0,72.0,800.0,42.16384850560681,1014.2,0.0,SW,3.4,Severely Polluted
475,476,16.0,79.0,900.0,28.011744516866482,1014.2,0.0,SW,3.9,Severely Polluted
476,477,17.0,83.0,900.0,22.23618036099422,1013.8,0.0,SW,2.9,Severely Polluted
477,478,16.0,80.0,1000.0,17.854309897905885,1013.6,0.0,SW,2.2,Severely Polluted
478,479,16.0,85.0,1000.0,10.146199857007577,1012.7,0.0,SW,2.2,Severely Polluted
479,480,17.0,86.0,1000.0,10.272208543551885,1011.8,0.0,WSW,1.9,Severely Polluted
480,481,18.0,77.0,1000.0,14.522681951402717,1011.3,0.0,SW,2.3,Severely Polluted
481,482,17.0,80.0,1100.0,8.01259435276154,1010.6,0.0,SW,2.4,Severely Polluted
482,483,20.0,76.0,1100.0,8.901776479716446,1009.6,0.0,WNW,1.0,Severely Polluted
483,484,20.0,73.0,1000.0,8.087460220037151,1008.9,0.0,NW,0.5,Severely Polluted
484,485,22.0,74.0,1000.0,1.6995980553699113,1008.5,0.0,WNW,0.7,Severely Polluted
485,486,25.0,75.0,1000.0,1.627189902292475,1008.0,0.0,WNW,0.1,Severely Polluted
486,487,18.0,74.0,1100.0,2.2390079379639207,1007.6,0.0,ENE,1.5,Severely Polluted
487,488,16.0,78.0,1300.0,1.546491931770416,1006.9,0.0,N,0.7,Severely Polluted
488,489,19.0,79.0,1600.0,2.0960569296667826,1005.9,0.0,NNE,1.6,Severely Polluted
489,490,30.0,80.0,1600.0,1.5065334017775087,1005.3,0.0,N,1.6,Severely Polluted
490,491,42.0,80.0,1600.0,4.411812473220858,1004.5,0.0,NNW,1.7,Severely Polluted
491,492,45.0,-1.0,1500.0,8.559801518947534,1003.0,0.0,ENE,2.4,Severely Polluted
492,493,59.0,87.0,1399.0,18.945603345367363,1002.1,0.0,ENE,2.0,Severely Polluted
493,494,62.0,86.0,1300.0,30.002746189453926,1001.3,0.0,NNE,3.0,Severely Polluted
494,495,58.0,94.0,1399.0,33.624275408857564,1000.4,0.0,NNW,1.4,Severely Polluted
495,496,55.0,94.0,1399.0,40.04333458036836,1000.0,0.0,ENE,1.4,Severely Polluted
496,497,48.0,107.0,1500.0,31.420470099745348,999.8,0.0,N,1.7,Severely Polluted
497,498,40.0,128.0,1600.0,16.309839414856874,1000.2,0.0,NNW,2.3,Severely Polluted
498,499,38.0,145.0,1700.0,5.670230203964925,1001.4,0.0,N,1.1,Severely Polluted
499,500,26.0,126.0,1600.0,14.23983757715257,1002.5,0.0,NE,1.4,Severely Polluted
500,501,25.0,131.0,1600.0,4.876805816249015,1003.7,0.0,ENE,2.5,Severely Polluted
501,502,26.0,133.0,1800.0,2.0365801065184965,1004.4,0.0,ENE,1.4,Severely Polluted
502,503,26.0,130.0,1700.0,1.9744619388682958,1005.5,0.0,NE,2.7,Severely Polluted
503,504,26.0,116.0,1700.0,2.7519343163859906,1006.8,0.0,NE,2.2,Severely Polluted
504,505,25.0,111.0,1600.0,1.5460421342522634,1007.6,0.0,ENE,0.8,Severely Polluted
505,506,25.0,113.0,1500.0,1.5162860978842838,1008.7,0.0,NE,0.6,Severely Polluted
506,507,27.0,109.0,1500.0,3.195022839044207,1009.5,0.0,NE,1.1,Severely Polluted
507,508,28.0,107.0,1399.0,1.7572571885510837,1010.1,0.0,NE,2.0,Severely Polluted
508,509,34.0,104.0,1200.0,1.502579308832459,1010.7,0.0,NNE,2.0,Severely Polluted
509,510,24.0,64.0,500.0,34.31032685786905,1011.6,0.0,NE,2.0,Severely Polluted
510,511,15.0,52.0,400.0,43.5230506824683,1012.9,0.0,ENE,0.9,Severely Polluted
511,512,18.0,66.0,500.0,30.744538625985772,1013.9,0.0,ENE,1.4,Severely Polluted
512,513,25.0,82.0,700.0,15.701233691825685,1014.8,0.0,ENE,2.3,Severely Polluted
513,514,35.0,103.0,600.0,33.36622716020216,1014.8,0.0,SE,1.5,Severely Polluted
514,515,34.0,101.0,500.0,48.08938342693247,1014.4,0.0,SW,4.4,Severely Polluted
515,516,34.0,99.0,800.0,47.781334778163455,1013.7,0.0,S,2.8,Severely Polluted
516,517,46.0,65.0,1000.0,42.206957964892595,1012.5,0.0,WSW,5.0,Severely Polluted
517,518,40.0,71.0,1000.0,55.020909409453324,1011.9,0.0,SW,3.9,Severely Polluted
518,519,44.0,85.0,1300.0,54.14724651718201,1011.1,0.0,SW,4.2,Severely Polluted
519,520,44.0,84.0,1100.0,58.709641145803886,1010.6,0.0,SSW,4.6,Severely Polluted
520,521,40.0,88.0,1000.0,60.19095106376851,1010.2,0.0,SSW,2.9,Severely Polluted
521,522,39.0,92.0,1000.0,59.101869572894294,1010.3,0.0,SSW,3.9,Severely Polluted
522,523,39.0,97.0,1000.0,54.39679058926993,1010.7,0.0,SSW,3.0,Severely Polluted
523,524,38.0,99.0,1000.0,45.72669511431523,1011.0,0.0,S,2.7,Severely Polluted
524,525,32.0,93.0,900.0,42.67598777023715,1011.8,0.0,SSE,3.3,Severely Polluted
525,526,29.0,93.0,900.0,32.61108038100496,1011.7,0.0,S,2.1,Severely Polluted
526,527,28.0,102.0,1000.0,12.777934163695464,1011.8,0.0,SSE,1.9,Severely Polluted
527,528,26.0,91.0,1100.0,14.870898374241737,1011.1,0.0,SE,1.9,Severely Polluted
528,529,24.0,91.0,1399.0,7.25841069201033,1010.7,0.0,SSE,1.7,Severely Polluted
529,530,28.0,81.0,1399.0,13.036500173055718,1009.8,0.0,SSE,2.1,Severely Polluted
530,531,25.0,80.0,1500.0,9.878816764997248,1009.1,0.0,SSW,0.9,Severely Polluted
531,532,24.0,80.0,1500.0,8.372607505969853,1008.5,0.0,WNW,0.6,Severely Polluted
532,533,24.0,83.0,1399.0,5.009494181154535,1007.7,0.0,N,1.3,Severely Polluted
533,534,25.0,84.0,1300.0,1.6495597176615777,1007.5,0.0,NE,1.1,Severely Polluted
534,535,30.0,89.0,1200.0,1.6158671183239175,1007.4,0.0,NNE,1.5,Severely Polluted
535,536,23.0,86.0,1200.0,1.5441691987435116,1006.4,0.0,SSW,2.1,Severely Polluted
536,537,29.0,85.0,1300.0,2.121189266245053,1005.3,0.0,ESE,2.3,Severely Polluted
537,538,52.0,85.0,1300.0,7.21518942281571,1005.4,0.0,NE,1.5,Severely Polluted
538,539,61.0,88.0,1500.0,13.51211489621159,1005.2,0.0,NNE,1.9,Severely Polluted
539,540,63.0,90.0,1700.0,17.623647259318787,1004.8,0.0,NE,4.1,Severely Polluted
540,541,65.0,89.0,1800.0,21.902304754787117,1004.4,0.0,N,0.9,Severely Polluted
541,542,65.0,91.0,1500.0,24.061156679027903,1003.8,0.0,ENE,0.8,Severely Polluted
542,543,66.0,92.0,1500.0,28.78638574464945,1003.4,0.0,ENE,2.3,Severely Polluted
543,544,69.0,103.0,1500.0,28.434936911018944,1004.8,0.0,NE,1.3,Severely Polluted
544,545,67.0,110.0,1399.0,28.397889319120804,1006.0,0.0,NNW,8.3,Severely Polluted
545,546,28.0,70.0,700.0,54.54798451462109,1008.2,0.0,NNE,3.7,Severely Polluted
546,547,16.0,42.0,400.0,67.6546160654192,1010.5,0.0,NNE,4.1,Severely Polluted
547,548,14.0,45.0,400.0,60.60813311802034,1012.8,0.0,NNE,4.3,Severely Polluted
548,549,12.0,44.0,400.0,62.36184861771115,1014.4,0.0,NNE,2.3,Severely Polluted
549,550,10.0,37.0,400.0,67.84320244973557,1015.3,0.0,NNE,3.9,Severely Polluted
550,551,10.0,38.0,400.0,66.0003602996271,1016.0,0.0,NNE,2.8,Severely Polluted
551,552,10.0,39.0,400.0,62.147490330381906,1016.7,0.0,NE,2.1,Severely Polluted
552,553,10.0,36.0,400.0,62.67111552076354,1017.3,0.0,NNE,2.2,Severely Polluted
553,554,9.0,42.0,400.0,54.58065688062322,1017.6,0.0,NNE,2.4,Severely Polluted
554,555,10.0,54.0,400.0,43.45629464616514,1017.7,0.0,NNE,3.4,Severely Polluted
555,556,7.0,41.0,-1.0,-1.0,1017.5,0.0,NNE,3.3,Excellent
556,557,7.0,41.0,300.0,-1.0,1017.7,0.0,N,4.4,Heavily Polluted
557,558,7.0,32.0,300.0,55.973653950157995,1018.4,0.0,NNE,2.8,Heavily Polluted
558,559,13.0,31.0,400.0,56.20010057666676,1018.7,0.0,NNE,2.2,Severely Polluted
559,560,19.0,31.0,500.0,54.7266867943237,1019.3,0.0,N,2.3,Severely Polluted
560,561,18.0,47.0,500.0,40.95243501127532,1019.5,0.0,NNE,3.1,Severely Polluted
561,562,18.0,36.0,400.0,59.957713728558225,1019.5,0.0,NNW,3.9,Severely Polluted
562,563,16.0,33.0,400.0,69.5520881846385,1019.0,0.0,NNW,3.0,Severely Polluted
563,564,15.0,36.0,400.0,72.05262969026515,1017.8,0.0,NNW,2.7,Severely Polluted
564,565,13.0,36.0,300.0,75.31468519229955,1016.3,0.0,ENE,1.8,Heavily Polluted
565,566,11.0,36.0,300.0,79.61854407026809,1014.8,0.0,W,2.7,Heavily Polluted
566,567,14.0,44.0,300.0,77.63077333869411,1013.6,0.0,N,2.0,Heavily Polluted
567,568,13.0,54.0,400.0,76.94731193870874,1012.9,0.0,SSW,1.9,Severely Polluted
568,569,13.0,74.0,400.0,67.08728963734731,1012.7,0.0,WSW,3.4,Severely Polluted
